ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
P392;03/05/25;16:38;pietons;vers corbeau;premiere fois;promenade;;null;oui;null;null;oui;pas loin de la riviere;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;comportement;bon equilibre pietons cyclistes;;;;non-concerne;;;null;null;null;null;null;null;null;;agreable;joli;ensoleille;femme;20-40
P393;03/05/25;16:40;pietons;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;comportement;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;insecurite;vigilance;mal indique;femme;20-40
P394;03/05/25;16:42;pietons;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;comportement;comportement derangeant cyclistes;manque de signaletique;;;non;;;null;null;null;null;null;null;null;;faire attention;dangereux;agreable;femme;20-40
P395;03/05/25;16:43;pietons;vers gallia;tous les jours;promenade;;null;null;null;oui;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement;absence de separation;manque de signaletique;probleme avec les vehicule electrique (trotinettes,velos);;non;;;null;null;null;null;null;null;null;;vigilant;agreable;dangereux;femme;20-40
P396;03/05/25;16:45;pietons;vers gallia;moins souvent;promenade;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;insecurite;plaisir;beau;femme;40-60
P397;03/05/25;16:52;pietons;vers gallia;tous les jours;promenade;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;comportement;manque de signaletique;;;;oui;marche de Noël;trop frequente;null;null;oui;null;null;null;null;;agreable;pas de voitures;quai;homme;20-40
P398;03/05/25;16:53;pietons;vers gallia;tous les jours;promenade;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;comportement;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;tres beau;dangereux;vivant;homme;40-60
P399;03/05/25;16:55;pietons;sans reponse;toutes les semaines;promenade;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement;vitesse cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;tres reussi;sympa sans monde;sale ;homme;60 et plus
P400;03/05/25;16:55;pietons;sans reponse;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;comportement;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;plaisant;gourmand;femme;40-60
P401;03/05/25;17:05;pietons;vers gallia;tous les jours;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;comportement;probleme avec les vehicule electrique (trotinettes,velos);bon equilibre pietons cyclistes;;;non;;;null;null;null;null;null;null;null;;cool ;agreable;convivial;homme;60 et plus
P402;03/05/25;17:05;pietons;vers corbeau;premiere fois;promenade;;null;null;null;null;oui;circuit propose par appli tourisme;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;comportement;vitesse cyclistes;;;;non-concerne;;;null;null;null;null;null;null;null;;plaisant;calme;dynamique;homme;20-40
P403;03/05/25;17:05;pietons;sans reponse;toutes les semaines;promenade;;null;oui;null;null;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;joli;anime;ne sait pas;ne sait pas 
P404;03/05/25;17:15;pietons;vers gallia;tous les jours;promenade;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;comportement;faire attention (cyclistes ou pietons);;;;oui;;changer de chemin;null;null;null;null;null;null;null;;;;;femme;20-40
P405;03/05/25;17:18;pietons;vers gallia;toutes les semaines;promenade;;null;oui;null;null;oui;commerce;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;comportement;faire attention (cyclistes ou pietons);absence de separation;;;non;;;null;null;null;null;null;null;null;;espace;plaisir;calme;femme;40-60
P406;03/05/25;17:37;pietons;vers corbeau;tous les jours;promenade;;null;oui;null;null;null;;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;comportement;comportement derangeant cyclistes;faire attention (cyclistes ou pietons);;;non;;;null;null;null;null;null;null;null;;agreable;vigilance;;femme;60 et plus
P407;03/05/25;17:42;pietons;vers corbeau;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);;;non;;;null;null;null;null;null;null;null;;dangereux;irrespectueux;dynamique;homme;60 et plus
P408;03/05/25;17:47;pietons;vers gallia;moins souvent;promenade;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;large;vivant;femme;40-60
P409;03/05/25;17:50;pietons;vers corbeau;toutes les semaines;promenade;;null;oui;null;null;null;;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;;;;;non;;;null;oui;null;null;null;null;null;;agreable;vivant;joyeux;femme;40-60
P410;03/05/25;17:50;pietons;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement;comportement derangeant cyclistes;danger/peur;;;non;;;null;null;null;null;null;null;null;;insecurite;joli;anime;femme;40-60
P411;03/05/25;17:57;pietons;vers gallia;tous les jours;promenade;;oui;null;null;null;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;comportement;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;sûr;rapide;femme;20-40
P412;03/05/25;17:57;pietons;vers gallia;tous les jours;activites/loisirs;;null;null;null;null;oui;habitation;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;comportement;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);conflits/tensions;comportement derangeant cyclistes;non;;;null;null;null;null;null;null;null;;insecurite;trop rapide;irrespect;femme;60 et plus
P413;03/05/25;17:58;pietons;vers corbeau;moins souvent;promenade;;null;oui;oui;null;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement;faire attention (cyclistes ou pietons);;;;non;;;oui;oui;null;null;null;null;null;;agreable;frustrant;;homme;40-60
P414;03/05/25;18:00;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;oui;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;;faire attention (cyclistes ou pietons);;;;oui;weekend;trop frequente;null;null;null;null;null;null;null;;calme;frais;grouillant;homme;20-40
P415;03/05/25;18:00;pietons;vers corbeau;moins souvent;sans reponse;;null;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;beau;agreable;securitaire;femme;20-40
P416;03/05/25;18:06;pietons;vers corbeau;moins souvent;promenade;;null;oui;oui;null;null;;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement;aggresivite cyclistes;;;;non;;;null;null;null;oui;null;null;null;;agreable;frequente;spatieux;femme;20-40
P417;03/05/25;18:13;pietons;vers gallia;toutes les semaines;promenade;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;comportement;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;;;femme;20-40
P418;03/05/25;18:15;pietons;vers gallia;moins souvent;promenade;;oui;oui;null;null;null;;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot d'accord;;;;;;non;;;null;oui;null;null;null;null;null;;agreable;tolerant;vivant;femme;60 et plus
P419;03/05/25;18:26;pietons;vers gallia;tous les jours;travail/etudes;;null;oui;null;null;null;;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;paisible;plaisir;intergenerationnel;femme;60 et plus
P420;03/05/25;18:30;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;oui;null;null;null;;pas du tout d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement;danger/peur;trop de cyclistes;;;non;;;oui;oui;null;oui;null;null;null;;insalubre;bonde;agreable;femme;60 et plus
P421;03/05/25;18:40;pietons;vers gallia;tous les jours;promenade;;null;oui;oui;oui;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;comportement;espace assez large;bon equilibre pietons cyclistes;;;non;;;null;null;null;null;null;null;oui;riches du centre en SUV;chouette ;aere;beau;homme;20-40
P422;03/05/25;18:45;pietons;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;comportement;vitesse cyclistes;danger/peur;comportement derangeant cyclistes;probleme avec les vehicule electrique (trotinettes,velos);non;;;null;null;null;null;null;null;null;;agreable;pratique;securisant ;homme;40-60
P423;03/05/25;18:50;pietons;sans reponse;tous les jours;promenade;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);faire attention (cyclistes ou pietons);;non;;;null;null;null;null;null;null;null;;bien amenage;vert;equilibre a trouver;femme;40-60
P424;03/05/25;18:50;pietons;sans reponse;premiere fois;promenade;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;comportement;probleme avec les vehicule electrique (trotinettes,velos);;;;non-concerne;;;oui;null;null;oui;null;null;null;;attentif;espace;peu de respect;femme;60 et plus
P425;03/05/25;18:50;pietons;vers gallia;moins souvent;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;comportement;espace assez large;;;;non;;;null;null;null;oui;null;null;null;;libre;agreable;paysage;femme;ne sait pas 
P426;03/05/25;18:55;pietons;sans reponse;tous les jours;promenade;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement;absence de separation;faire attention (cyclistes ou pietons);vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);non;;;null;null;null;null;null;null;null;;agreable;observations;anime;femme;20-40
P427;03/05/25;18:57;pietons;vers gallia;moins souvent;activites/loisirs;;oui;oui;null;null;null;;plutot d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;comportement;espace assez large;absence de separation;;;non;;;null;oui;null;null;null;null;null;;magnifique;mieux qu'avant;verdoyant;homme;ne sait pas 
P428;03/05/25;19:00;pietons;vers gallia;toutes les semaines;activites/loisirs;;null;null;null;null;oui;lieu de travail;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement;comportement derangeant cyclistes;absence de separation;;;non;;;null;null;null;null;null;null;null;;monstrueux;insecurite;paradis detruit;homme;60 et plus
P429;03/05/25;19:00;pietons;vers gallia;tous les jours;autre;habitation;null;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement;vitesse livreurs a velo;vitesse cyclistes;absence de separation;;non;;;null;null;null;null;null;null;null;;encombrement;plaisant;pratique;femme;40-60
C1;29/04/25;8:15;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;pas du tout d'accord;;trop de pietons;manque de signaletique;les pietons marchent en groupe;;oui;entre 12h-14h;trop frequente;oui;null;oui;null;null;null;null;;difficile;agreable;dangereux;ne sait pas;20-40
C2;29/04/25;8:18;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;;trop de monde en general;absence de separation;;;oui;tout le temps;;oui;null;oui;null;null;null;null;;slalom;bonde;agreable;homme;20-40
C3;29/04/25;8:20;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;null;null;null;oui;travaux;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;;absence de separation;;;;oui;meteo agreable;trop frequente;null;null;null;null;oui;null;null;;vigilence;anticipation;chouette;femme;40-60
C4;29/04/25;8:25;cycliste ;vers gallia;tous les jours;autre;proximite de l'ecole;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;;;;;;oui;soir;trop de pietons;null;oui;oui;null;null;null;null;;anarchique;agreable;rapide;homme;20-40
C5;29/04/25;8:25;cycliste ;vers corbeau;moins souvent;travail/etudes;;oui;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;;absence de separation;trop de monde en general;;;non;;;null;null;null;null;null;null;null;;agreable;lumineux;convivial;femme;20-40
C6;29/04/25;8:30;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;;comportement derangeant cyclistes;vitesse cyclistes;;;oui;marche de Noël;;null;null;null;null;null;null;oui;pietons touristes;confortable;securise;precaution;femme;20-40
C7;29/04/25;8:30;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;oui;null;null;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;;espace assez large;bon equilibre pietons cyclistes;;;oui;weekend;;null;null;null;null;null;oui;oui;camions gares;securisant;agreable;large;ne sait pas;ne sait pas 
C8;29/04/25;8:30;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;null;oui;null;null;;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;;;;;;oui;soir;trop frequente;null;null;null;null;null;null;null;;beau;paisible;vivant;femme;20-40
C9;29/04/25;8:30;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;oui;null;null;oui;travaux;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;;probleme avec les voitures/camionnettes ;;;;oui;meteo agreable;trop frequente;null;null;oui;null;null;null;null;;agreable;apaise;;homme;20-40
C10;29/04/25;8:30;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;dangereux;ameliorable;femme;20-40
